recul,(评价事物所需的)时间空间距离 ,,0,0
redevenir,重新成为/又变得 ,,0,0
redouter,害怕/畏惧/担心 ,,0,0
réduire(se),缩减,,0,0
réduit(e),缩小的/降低了的,,0,0
référence,参照/参考/基准,,0,0
référer(se),参考/涉及/有关,,0,0
refus,拒绝,,0,0
régaler(se),享受丰盛的饭菜/享受美味/〈转〉感到欢娱,,0,0
régional(e),(法国)大区的,,0,0
règlement,规则/规章,,0,0
regret,懊悔/惋惜/遗憾,,0,0
regretter,懊悔/惋惜 ,,0,0
rejoindre,和……重聚/赶上 ,,0,0
relatif(ve),关于……的/和……有关的/关系,,0,0
relationnel,人际关系的,,0,0
remboursement,偿还/清偿 ,,0,0
remise,放回/恢复,,0,0
remporter,获得/取得 ,,0,0
Renaissance,欧洲15~16世纪的文艺复兴时期或运动,,0,0
renaissant(e),再生的/复兴的,,0,0
rendre(se),到……去/赴,,0,0
renommée,声望/名誉/名望 ,,0,0
renseigner,向……提供咨询,,0,0
se renseigner,咨询/打听,,0,0
rentabilité,赢利(性),,0,0
rentrée,(假期后的)开学复课/复会/复工,,0,0
renvoyer,送回/退回 ,,0,0
repeindre,重新粉刷/重新涂漆 ,,0,0
répéter,重复/排练 ,,0,0
repousser,拒绝/排斥 ,,0,0
reprise,翻唱,,0,0
reputation,名誉/名声/声望 ,,0,0
requiem,安魂曲/追思曲,,0,0
réservation,预订,,0,0
réservé(e),留作专用的/预定的/预约的 ,,0,0
resident(e),侨民的/常驻的/驻留的 ,,0,0
résider,居住/定居,,0,0
respect,尊敬/尊重,,0,0
respectable,应受尊敬的,,0,0
ressortir,再出来/走出,,0,0
restructuration,重新组织/调整结构,,0,0
résumer,总结/概括/概述 ,,0,0
retenu(e),被选定的 ,,0,0
retirer,获得/得到好处利益,,0,0
revanche,报复 ,,0,0
rêvé(e),理想的/完美的,,0,0
révéler,显示出/表现出/揭露/揭示 ,,0,0
revenue,收入/所得,,0,0
rieur(se),笑着的/喜悦的笑容满面的人c ,,0,0
risqué(e),危险的/冒险的 ,,0,0
rive,河岸,,0,0
rubrique,(报刊、网络的)专栏 ,,0,0
rythme,节奏,,0,0
Sabbatique,安息日的,,0,0
sable,沙子,,0,0
sachet,小袋 ,,0,0
saisir,向……提交审理,,0,0
salarié(e),领取工资的/被雇佣的/领取工资者,,0,0
sale,脏的/肮脏的,,0,0
sandwich,三明治/夹心面包,,0,0
sanitaire,卫生的/卫生设备,,0,0
sauce,调味汁/沙司,,0,0
sauf,除了,,0,0
sauf que,除……以外/只是,,0,0
saveur,滋味/味道,,0,0
scandale,丑闻/轰,,0,0
scene,舞台 ,,0,0
scolaire,学校的学校生活的/学校教育的/上学的儿童,,0,0
score,得分/分数,,0,0
se render compte (de/que),体会到/了解/明白,,0,0
secteur,区域/地段/领域,,0,0
séduire,诱惑/迷惑/引诱 ,,0,0
séduisant(e),迷人的/吸引人的,,0,0
seigneur,爵爷/贵人/领主,,0,0
sel,风趣/妙趣/刺激,,0,0
senior,50岁以上的人/提早退休者,,0,0
sens,观念/意识/辨别力,,0,0
sentir,感觉,,0,0
séparer,分开/分离,,0,0
sépulcre,坟墓 ,,0,0
sereine,平静的/宁静的,,0,0
service,服务/服务行业/服务处/管理处,,0,0
sexagénaire,六十几岁的人,,0,0
short,短运动裤,,0,0
show,秀,,0,0
si jamais,万一,,0,0
signaler(se),告知自己的到来或存在/引起注意,,0,0
signer,签名/签字,,0,0
significatif(ve),有意义的/说明问题的,,0,0
signifier,表示/意味着/意即,,0,0
simplicité,简朴/简单/单纯,,0,0
sociologue,社会学家,,0,0
soif,渴/口渴/渴望,,0,0
solidaire,团结一致的/相互依赖的,,0,0
solo,独奏/独唱/(芭蕾舞中的)独舞,,0,0
somme,一宗款项/一笔钱/和总和,,0,0
sommelier,饭店的酒务总管,,0,0
sommet,顶/顶峰/最高点,,0,0
sonorité,响度/音色,,0,0
sortie,出口,,0,0
soul,灵歌的/灵歌风格的,,0,0
soulagé(e),松了口气的/轻松的,,0,0
source,泉/源头/来源,,0,0
sourd(e),耳聋的/无动于衷的/喑哑的/无声的,,0,0
soutenir,认定/支撑/支持,,0,0
spécial(e),专属的/专门的,,0,0
spontané(e),自发的/自动的 ,,0,0
square,广场中心的小公园,,0,0
stabilité,稳定性,,0,0
stable,稳定的,,0,0
stocker,贮存 ,,0,0
stressé(e),压力大的,,0,0
subir,忍受/遭受 ,,0,0
subvenir,供给/提供,,0,0
subvention,国家/团体等提供的补助金/津贴,,0,0
sucre glace,糖霜/糖粉 ,,0,0
suffisamment,足够量地,,0,0
suivant,按照/根据,,0,0
supérieure,高等的 ,,0,0
surpeuplé(e),人口过剩的/挤满人的,,0,0
susciter,引起/挑起,,0,0
syndrome,综合病症/症候群,,0,0
systématiquement,系统地/合法地/按规定地,,0,0
tabagisme,烟瘾 /烟草中毒,,0,0
Tablette,长方薄片,,0,0
tâche,任务,,0,0
tango,探戈舞,,0,0
tardif(ve),迟的/晚的,,0,0
tellement (de),如此地/那么多 ,,0,0
témoigner,作证/讲述亲身经历,,0,0
témoin,见证人/目击者/亲历者,,0,0
tendance,趋向/趋势,,0,0
tenir (se),呆在(某处)/保持(某种姿势),,0,0
tente,帐篷 ,,0,0
tenter,试图/尝试,,0,0
terme,字眼/术语,,0,0
terminale,中学的最后一个学年/毕业班 ,,0,0
terrain,场地,,0,0
terrestre,地球的/陆地的/陆上的,,0,0
terrible,了不起的,,0,0
tête-à-tête,(两人之间的)单独会面/ 单独谈话,,0,0
tirage,抽签/摸彩,,0,0
titre de transport,乘车凭证,,0,0
titulaire,依法持有的/依法持有者,,0,0
tomber,适逢/碰上/突然出现/突然来到,,0,0
tongs,塑料平底人字拖鞋 ,,0,0
torse,上半身,,0,0
tournée,巡回演出 ,,0,0
tourner,拍摄/摄制(电影),,0,0
se tourner,转身/翻身,,0,0
tout à coup,突然/一下子,,0,0
tout de même,仍然/还是/不管怎样,,0,0
trace,痕迹/踪迹 ,,0,0
transformation,改编/转变,,0,0
transition,过渡/过渡阶段/承上启下,,0,0
transparent(e),透明的/明显的,,0,0
trembler,震颤/发抖,,0,0
tremper, 把……浸入,,0,0
trentaine,三十/三十左右,,0,0
trentenaire,三十几岁的人 ,,0,0
tribunal,法庭,,0,0
truffe,块菰/松露,,0,0
tutoiement,以“你”相称,,0,0
typiquement,典型地 ,,0,0
tzigane,茨冈人的(吉普赛人或波西米亚人),,0,0
uniforme,同一形式的/不变的,,0,0
union,协会联盟/联邦,,0,0
unique,(放在名词的前或后)单一的/唯一的,,0,0
universel(le),宇宙的/全球的/普遍的,,0,0
vaguement,略微地/含糊地模模糊糊地,,0,0
vaincre,战胜/克服,,0,0
valable,有效的/有法律效力的,,0,0
validité,有效/有效性,,0,0
Vancouver,温哥华(加拿大城市名),,0,0
vecteur,媒介,,0,0
véhicule,车辆,,0,0
vent,风,,0,0
venue,到来/来临,,0,0
vérifier,检查/核对,,0,0
véritable,真正的/名副其实的,,0,0
verser,倒/洒/斟/注入,,0,0
vétérinaire,兽医的,,0,0
via,经由/通过,,0,0
vieillissement,老化过程/酒变陈的过程,,0,0
violoniste,小提琴演奏者,,0,0
visage,脸/面孔/面容,,0,0
vis-à-vis de,关于/对于,,0,0
visiblement,明显地,,0,0
vision,看法/设想/观看,,0,0
Vitesse,快/迅速,,0,0
voile,面纱,,0,0
voix,声音/嗓音,,0,0
vouloir (se),谋求/力图/倾向于,,0,0
à part,单独地/分开地,,0,0
